event_id,timestamp,source_ip,destination_ip,source_port,destination_port,protocol,tcp_flags,action,username,auth_result,dns_query,http_status,redirect_domain,bytes_sent
EVT-01813,2026-09-01T09:00:24+00:00,10.0.20.144,172.16.0.12,32920,53,DNS,,blocked,,,intranet.example,,,6984
EVT-01814,2026-09-01T09:00:26+00:00,10.0.8.4,172.16.0.9,23147,53,TCP,ACK,allowed,service_backup,success,,,,3403
EVT-01815,2026-09-01T09:00:28+00:00,10.0.11.200,172.16.0.13,21532,53,DNS,,allowed,,,intranet.example,,,6110
EVT-00704,2026-09-01T09:00:30+00:00,198.51.100.27,172.16.0.25,3875,23,TCP,SYN,allowed,,,,,,4320
EVT-01816,2026-09-01T09:00:30+00:00,10.0.2.176,172.16.0.35,45997,3389,UDP,,allowed,,,,,,3162
EVT-01817,2026-09-01T09:00:32+00:00,10.0.17.36,172.16.0.17,35504,53,DNS,,allowed,,,intranet.example,,,5085
EVT-01818,2026-09-01T09:00:34+00:00,10.0.4.229,172.16.0.32,5205,53,TCP,ACK,allowed,analyst,,,,,443
EVT-01819,2026-09-01T09:00:36+00:00,10.0.14.23,172.16.0.71,35366,445,TCP,SYN,allowed,service_backup,,,,,5149
EVT-01820,2026-09-01T09:00:38+00:00,10.0.5.63,172.16.0.49,4515,443,HTTP,,allowed,,,,200,,3683
EVT-00705,2026-09-01T09:00:40+00:00,198.51.100.27,172.16.0.25,22616,24,TCP,SYN,allowed,,,,,,5295
EVT-01821,2026-09-01T09:00:40+00:00,10.0.11.88,172.16.0.22,12732,443,TCP,SYN,allowed,jsmith,,,,,6521
EVT-01822,2026-09-01T09:00:42+00:00,10.0.9.220,172.16.0.52,44476,80,HTTP,,allowed,,,,200,,755
EVT-01823,2026-09-01T09:00:44+00:00,10.0.15.31,172.16.0.76,59337,445,TCP,ACK,allowed,service_backup,,,,,3875
EVT-01824,2026-09-01T09:00:46+00:00,10.0.16.6,172.16.0.67,33054,80,UDP,,allowed,,,,,,6872
EVT-01825,2026-09-01T09:00:48+00:00,10.0.8.132,172.16.0.28,32298,22,ICMP,,allowed,,,,,,4718
EVT-00706,2026-09-01T09:00:50+00:00,198.51.100.27,172.16.0.25,63187,25,TCP,SYN,allowed,analyst,,,,,2899
EVT-01826,2026-09-01T09:00:50+00:00,10.0.5.127,172.16.0.44,39976,445,TCP,SYN,allowed,jsmith,,,,,2687
EVT-01827,2026-09-01T09:00:52+00:00,10.0.10.225,172.16.0.49,6642,443,HTTP,,allowed,,,,200,,6468
EVT-01828,2026-09-01T09:00:54+00:00,10.0.8.127,172.16.0.42,36528,80,TCP,ACK,allowed,admin,,,,,4802
EVT-01829,2026-09-01T09:00:56+00:00,10.0.5.185,172.16.0.49,17529,80,ICMP,,allowed,,,,,,115
EVT-01830,2026-09-01T09:00:58+00:00,10.0.8.116,172.16.0.65,31818,443,TCP,ACK,allowed,service_backup,,,,,3170
EVT-00707,2026-09-01T09:01:00+00:00,198.51.100.27,172.16.0.25,63868,26,TCP,SYN,allowed,jsmith,,,,,6970
EVT-01831,2026-09-01T09:01:00+00:00,10.0.1.29,172.16.0.52,41336,443,HTTP,,allowed,,,,200,,7431
EVT-01832,2026-09-01T09:01:02+00:00,10.0.14.13,172.16.0.57,41199,445,UDP,,allowed,,,,,,4889
EVT-01833,2026-09-01T09:01:04+00:00,10.0.11.21,172.16.0.41,54585,22,TCP,ACK,allowed,,success,,,,2976
EVT-01834,2026-09-01T09:01:06+00:00,10.0.7.49,172.16.0.38,60212,53,DNS,,allowed,,,intranet.example,,,4306
EVT-01835,2026-09-01T09:01:08+00:00,10.0.9.211,172.16.0.74,21621,443,HTTP,,allowed,,,,404,,7895
EVT-00708,2026-09-01T09:01:10+00:00,198.51.100.27,172.16.0.25,16508,27,TCP,SYN,allowed,,success,,,,7932
EVT-01836,2026-09-01T09:01:10+00:00,10.0.13.87,172.16.0.46,56562,53,DNS,,allowed,,,intranet.example,,,2514
EVT-01837,2026-09-01T09:01:12+00:00,10.0.19.232,172.16.0.44,10205,80,HTTP,,allowed,,,,200,,4965
EVT-01838,2026-09-01T09:01:14+00:00,10.0.10.141,172.16.0.46,17761,3389,TCP,ACK,allowed,admin,success,,,,5679
EVT-01839,2026-09-01T09:01:16+00:00,10.0.6.201,172.16.0.65,56279,80,TCP,ACK,allowed,admin,success,,,,4111
EVT-01840,2026-09-01T09:01:18+00:00,10.0.16.192,172.16.0.9,25199,443,TCP,ACK,allowed,,,,,,2928
EVT-00709,2026-09-01T09:01:20+00:00,198.51.100.27,172.16.0.25,61644,28,TCP,SYN,allowed,,failure,,,,6474
EVT-01841,2026-09-01T09:01:20+00:00,10.0.8.93,172.16.0.70,47694,80,HTTP,,allowed,,,,200,,7165
EVT-01842,2026-09-01T09:01:22+00:00,10.0.3.66,172.16.0.47,18972,53,ICMP,,allowed,,,,,,7263
EVT-01843,2026-09-01T09:01:24+00:00,10.0.4.73,172.16.0.28,51445,53,DNS,,allowed,,,intranet.example,,,7283
EVT-01844,2026-09-01T09:01:26+00:00,10.0.18.242,172.16.0.24,4810,443,UDP,,allowed,,,,,,2098
EVT-01845,2026-09-01T09:01:28+00:00,10.0.3.130,172.16.0.79,1114,80,UDP,,blocked,,,,,,6431
EVT-00710,2026-09-01T09:01:30+00:00,198.51.100.27,172.16.0.25,42862,29,TCP,SYN,allowed,jsmith,,,,,939
EVT-01846,2026-09-01T09:01:30+00:00,10.0.3.177,172.16.0.17,52430,22,UDP,,allowed,,,,,,1495
EVT-01847,2026-09-01T09:01:32+00:00,10.0.2.198,172.16.0.66,9263,53,TCP,ACK,allowed,service_backup,,,,,2461
EVT-01848,2026-09-01T09:01:34+00:00,10.0.16.171,172.16.0.78,20548,443,TCP,ACK,allowed,,,,,,1563
EVT-01849,2026-09-01T09:01:36+00:00,10.0.20.65,172.16.0.14,42610,53,DNS,,allowed,,,intranet.example,,,1745
EVT-01850,2026-09-01T09:01:38+00:00,10.0.3.149,172.16.0.65,18134,53,TCP,ACK,allowed,,,,,,5530
EVT-00711,2026-09-01T09:01:40+00:00,198.51.100.27,172.16.0.25,28126,30,TCP,SYN,allowed,service_backup,,,,,4778
EVT-01851,2026-09-01T09:01:40+00:00,10.0.8.141,172.16.0.25,54905,445,TCP,ACK,allowed,jsmith,,,,,1513
EVT-01852,2026-09-01T09:01:42+00:00,10.0.15.62,172.16.0.57,3114,53,DNS,,allowed,,,intranet.example,,,3830
EVT-01853,2026-09-01T09:01:44+00:00,10.0.5.215,172.16.0.45,40940,22,UDP,,allowed,,,,,,1974
EVT-01854,2026-09-01T09:01:46+00:00,10.0.7.27,172.16.0.22,20887,3389,TCP,ACK,allowed,admin,,,,,2765
EVT-01855,2026-09-01T09:01:48+00:00,10.0.16.150,172.16.0.25,56495,53,DNS,,allowed,,,intranet.example,,,1959
EVT-00712,2026-09-01T09:01:50+00:00,198.51.100.27,172.16.0.25,8558,31,TCP,SYN,allowed,,,,,,7194
EVT-01856,2026-09-01T09:01:50+00:00,10.0.3.60,172.16.0.46,36781,445,TCP,ACK,allowed,analyst,,,,,6852
EVT-01857,2026-09-01T09:01:52+00:00,10.0.5.149,172.16.0.32,48120,53,TCP,ACK,allowed,service_backup,,,,,3720
EVT-01858,2026-09-01T09:01:54+00:00,10.0.20.24,172.16.0.69,9339,80,TCP,SYN,allowed,admin,,,,,3165
EVT-01859,2026-09-01T09:01:56+00:00,10.0.2.41,172.16.0.57,57239,53,DNS,,allowed,,,intranet.example,,,668
EVT-01860,2026-09-01T09:01:58+00:00,10.0.12.149,172.16.0.80,53417,443,UDP,,blocked,,,,,,5563
EVT-00713,2026-09-01T09:02:00+00:00,198.51.100.27,172.16.0.25,1471,32,TCP,SYN,allowed,service_backup,,,,,6528
EVT-01861,2026-09-01T09:02:00+00:00,10.0.16.222,172.16.0.23,3974,53,DNS,,allowed,,,intranet.example,,,3524
EVT-01862,2026-09-01T09:02:02+00:00,10.0.12.222,172.16.0.80,47011,80,HTTP,,allowed,,,,404,,4308
EVT-01863,2026-09-01T09:02:04+00:00,10.0.19.171,172.16.0.72,38861,80,TCP,ACK,allowed,jsmith,success,,,,6763
EVT-01864,2026-09-01T09:02:06+00:00,10.0.13.75,172.16.0.69,21921,443,TCP,ACK,allowed,admin,,,,,4033
EVT-01865,2026-09-01T09:02:08+00:00,10.0.15.124,172.16.0.24,31828,443,HTTP,,allowed,,,,200,,4841
EVT-00714,2026-09-01T09:02:10+00:00,198.51.100.27,172.16.0.25,58961,33,TCP,SYN,allowed,,,,,,6137
EVT-01866,2026-09-01T09:02:10+00:00,10.0.4.112,172.16.0.61,5021,3389,TCP,ACK,allowed,analyst,,,,,6493
EVT-01867,2026-09-01T09:02:12+00:00,10.0.13.215,172.16.0.68,37544,445,TCP,ACK,allowed,service_backup,,,,,7262
EVT-01868,2026-09-01T09:02:14+00:00,10.0.19.250,172.16.0.35,42775,53,DNS,,allowed,,,intranet.example,,,7420
EVT-01869,2026-09-01T09:02:16+00:00,10.0.19.177,172.16.0.27,5996,53,ICMP,,allowed,,,,,,5102
EVT-01870,2026-09-01T09:02:18+00:00,10.0.1.59,172.16.0.63,16893,53,DNS,,allowed,,,intranet.example,,,1264
EVT-00715,2026-09-01T09:02:20+00:00,198.51.100.27,172.16.0.25,52734,34,TCP,SYN,allowed,,success,,,,7079
EVT-01871,2026-09-01T09:02:20+00:00,10.0.16.196,172.16.0.59,39618,3389,TCP,ACK,allowed,analyst,success,,,,5432
EVT-01872,2026-09-01T09:02:22+00:00,10.0.20.36,172.16.0.70,40095,22,TCP,ACK,allowed,admin,,,,,306
EVT-01873,2026-09-01T09:02:24+00:00,10.0.6.11,172.16.0.59,33029,3389,TCP,ACK,allowed,admin,,,,,2305
EVT-01874,2026-09-01T09:02:26+00:00,10.0.2.6,172.16.0.34,5798,53,TCP,ACK,allowed,,,,,,5199
EVT-01875,2026-09-01T09:02:28+00:00,10.0.2.75,172.16.0.33,54889,53,UDP,,allowed,,,,,,1905
EVT-00716,2026-09-01T09:02:30+00:00,198.51.100.27,172.16.0.25,17596,35,TCP,SYN,allowed,analyst,,,,,4119
EVT-01876,2026-09-01T09:02:30+00:00,10.0.1.91,172.16.0.16,43338,443,TCP,ACK,allowed,admin,,,,,4343
EVT-01877,2026-09-01T09:02:32+00:00,10.0.16.217,172.16.0.7,53210,53,DNS,,allowed,,,intranet.example,,,952
EVT-01878,2026-09-01T09:02:34+00:00,10.0.17.200,172.16.0.18,65332,443,HTTP,,blocked,,,,200,,2104
EVT-01879,2026-09-01T09:02:36+00:00,10.0.5.142,172.16.0.44,39981,443,ICMP,,allowed,,,,,,1919
EVT-01880,2026-09-01T09:02:38+00:00,10.0.5.191,172.16.0.49,41286,443,HTTP,,allowed,,,,404,,1203
EVT-00717,2026-09-01T09:02:40+00:00,198.51.100.27,172.16.0.25,62677,36,TCP,SYN,allowed,admin,,,,,7356
EVT-01881,2026-09-01T09:02:40+00:00,10.0.6.86,172.16.0.5,2996,53,DNS,,allowed,,,intranet.example,,,5569
EVT-01882,2026-09-01T09:02:42+00:00,10.0.11.153,172.16.0.28,2000,80,TCP,ACK,allowed,service_backup,success,,,,7616
EVT-01883,2026-09-01T09:02:44+00:00,10.0.19.18,172.16.0.48,7517,53,UDP,,allowed,,,,,,2354
EVT-01884,2026-09-01T09:02:46+00:00,10.0.12.104,172.16.0.51,37179,53,TCP,ACK,blocked,analyst,,,,,7345
EVT-01885,2026-09-01T09:02:48+00:00,10.0.6.236,172.16.0.75,23369,53,DNS,,allowed,,,intranet.example,,,3134
EVT-00718,2026-09-01T09:02:50+00:00,198.51.100.27,172.16.0.25,19010,37,TCP,SYN,allowed,service_backup,success,,,,2743
EVT-01886,2026-09-01T09:02:50+00:00,10.0.18.42,172.16.0.46,10330,80,ICMP,,allowed,,,,,,5258
EVT-01887,2026-09-01T09:02:52+00:00,10.0.2.73,172.16.0.74,40716,80,TCP,SYN,blocked,service_backup,,,,,5714
EVT-01888,2026-09-01T09:02:54+00:00,10.0.17.14,172.16.0.41,2727,80,TCP,SYN,allowed,jsmith,success,,,,476
EVT-01889,2026-09-01T09:02:56+00:00,10.0.20.33,172.16.0.36,20676,80,UDP,,allowed,,,,,,2051
EVT-01890,2026-09-01T09:02:58+00:00,10.0.13.70,172.16.0.48,8932,445,TCP,ACK,allowed,admin,,,,,2851
EVT-00719,2026-09-01T09:03:00+00:00,198.51.100.27,172.16.0.25,11420,38,TCP,SYN,allowed,jsmith,success,,,,1946
EVT-01891,2026-09-01T09:03:00+00:00,10.0.15.172,172.16.0.74,8419,80,TCP,ACK,allowed,service_backup,,,,,6036
EVT-01892,2026-09-01T09:03:02+00:00,10.0.10.233,172.16.0.31,30965,53,DNS,,allowed,,,intranet.example,,,3957
EVT-01893,2026-09-01T09:03:04+00:00,10.0.17.129,172.16.0.25,35250,22,TCP,ACK,allowed,jsmith,success,,,,6197
EVT-01894,2026-09-01T09:03:06+00:00,10.0.11.110,172.16.0.22,21181,445,UDP,,allowed,,,,,,74
EVT-01895,2026-09-01T09:03:08+00:00,10.0.17.118,172.16.0.39,10236,445,TCP,SYN,allowed,analyst,,,,,5366
EVT-00720,2026-09-01T09:03:10+00:00,198.51.100.27,172.16.0.25,51629,39,TCP,SYN,allowed,analyst,,,,,7742
EVT-01896,2026-09-01T09:03:10+00:00,10.0.10.41,172.16.0.25,36323,53,DNS,,allowed,,,intranet.example,,,1726
EVT-01897,2026-09-01T09:03:12+00:00,10.0.4.161,172.16.0.41,63192,443,UDP,,allowed,,,,,,6862
EVT-01898,2026-09-01T09:03:14+00:00,10.0.3.151,172.16.0.39,38128,445,TCP,SYN,allowed,admin,,,,,2503
EVT-01899,2026-09-01T09:03:16+00:00,10.0.14.99,172.16.0.18,58216,53,DNS,,allowed,,,intranet.example,,,3221
EVT-01900,2026-09-01T09:03:18+00:00,10.0.13.9,172.16.0.4,5292,22,TCP,ACK,allowed,admin,,,,,5490
EVT-01901,2026-09-01T09:03:20+00:00,10.0.5.191,172.16.0.33,60348,443,HTTP,,allowed,,,,404,,7382
EVT-01902,2026-09-01T09:03:22+00:00,10.0.3.26,172.16.0.29,53654,53,DNS,,allowed,,,intranet.example,,,7939
EVT-01903,2026-09-01T09:03:24+00:00,10.0.10.106,172.16.0.75,3120,53,TCP,SYN,blocked,service_backup,,,,,4331
EVT-01904,2026-09-01T09:03:26+00:00,10.0.6.244,172.16.0.72,32907,53,DNS,,allowed,,,intranet.example,,,1662
EVT-01905,2026-09-01T09:03:28+00:00,10.0.9.225,172.16.0.65,56774,53,TCP,ACK,allowed,admin,,,,,7596
EVT-01906,2026-09-01T09:03:30+00:00,10.0.7.238,172.16.0.49,60169,53,DNS,,allowed,,,intranet.example,,,7559
EVT-01907,2026-09-01T09:03:32+00:00,10.0.3.74,172.16.0.23,42165,445,UDP,,allowed,,,,,,7661
EVT-01908,2026-09-01T09:03:34+00:00,10.0.20.79,172.16.0.21,11796,80,TCP,ACK,allowed,jsmith,,,,,803
EVT-01909,2026-09-01T09:03:36+00:00,10.0.3.208,172.16.0.3,20895,80,ICMP,,allowed,,,,,,3539
EVT-01910,2026-09-01T09:03:38+00:00,10.0.8.240,172.16.0.15,52379,53,DNS,,allowed,,,intranet.example,,,4207
EVT-01911,2026-09-01T09:03:40+00:00,10.0.16.146,172.16.0.75,7329,443,HTTP,,allowed,,,,200,,4738
EVT-01912,2026-09-01T09:03:42+00:00,10.0.8.216,172.16.0.69,60451,445,UDP,,allowed,,,,,,1505
EVT-01913,2026-09-01T09:03:44+00:00,10.0.13.225,172.16.0.49,51654,80,ICMP,,allowed,,,,,,4276
EVT-01914,2026-09-01T09:03:46+00:00,10.0.5.197,172.16.0.80,19053,443,HTTP,,allowed,,,,200,,6251
EVT-01915,2026-09-01T09:03:48+00:00,10.0.1.47,172.16.0.50,54087,80,HTTP,,allowed,,,,200,,5177
EVT-01916,2026-09-01T09:03:50+00:00,10.0.17.239,172.16.0.34,40372,53,DNS,,allowed,,,intranet.example,,,4298
EVT-01917,2026-09-01T09:03:52+00:00,10.0.15.68,172.16.0.10,56212,443,HTTP,,allowed,,,,200,,7647
EVT-01918,2026-09-01T09:03:54+00:00,10.0.13.52,172.16.0.68,46657,53,DNS,,allowed,,,intranet.example,,,962
EVT-01919,2026-09-01T09:03:56+00:00,10.0.11.200,172.16.0.72,43748,443,UDP,,allowed,,,,,,2334
EVT-01920,2026-09-01T09:03:58+00:00,10.0.3.210,172.16.0.63,32758,3389,TCP,ACK,allowed,service_backup,success,,,,2858
EVT-01921,2026-09-01T09:04:00+00:00,10.0.2.5,172.16.0.27,61206,53,TCP,SYN,allowed,admin,,,,,4505
EVT-01922,2026-09-01T09:04:02+00:00,10.0.8.211,172.16.0.58,11882,443,ICMP,,allowed,,,,,,1885
EVT-01923,2026-09-01T09:04:04+00:00,10.0.16.32,172.16.0.73,31532,53,DNS,,allowed,,,intranet.example,,,4173
EVT-01924,2026-09-01T09:04:06+00:00,10.0.18.203,172.16.0.38,47571,443,TCP,ACK,allowed,admin,,,,,916
EVT-01925,2026-09-01T09:04:08+00:00,10.0.5.240,172.16.0.23,47585,53,DNS,,allowed,,,intranet.example,,,5067
EVT-01926,2026-09-01T09:04:10+00:00,10.0.2.238,172.16.0.58,1433,443,TCP,SYN,allowed,jsmith,,,,,6507
EVT-01927,2026-09-01T09:04:12+00:00,10.0.4.93,172.16.0.35,4009,443,UDP,,allowed,,,,,,3150
EVT-01928,2026-09-01T09:04:14+00:00,10.0.14.43,172.16.0.7,36116,445,TCP,ACK,allowed,service_backup,,,,,4519
EVT-01929,2026-09-01T09:04:16+00:00,10.0.11.147,172.16.0.23,22626,3389,TCP,SYN,allowed,admin,,,,,4842
EVT-01930,2026-09-01T09:04:18+00:00,10.0.20.230,172.16.0.77,50965,53,DNS,,allowed,,,intranet.example,,,2790
EVT-01931,2026-09-01T09:04:20+00:00,10.0.18.213,172.16.0.45,30515,443,HTTP,,allowed,,,,200,,7306
EVT-01932,2026-09-01T09:04:22+00:00,10.0.11.98,172.16.0.22,18639,53,TCP,ACK,allowed,analyst,,,,,4944
EVT-01933,2026-09-01T09:04:24+00:00,10.0.2.229,172.16.0.15,34710,443,ICMP,,allowed,,,,,,1118
EVT-01934,2026-09-01T09:04:26+00:00,10.0.12.176,172.16.0.71,22848,445,TCP,ACK,allowed,analyst,,,,,7926
EVT-01935,2026-09-01T09:04:28+00:00,10.0.6.181,172.16.0.41,18414,80,UDP,,allowed,,,,,,2206
EVT-01936,2026-09-01T09:04:30+00:00,10.0.12.226,172.16.0.63,5191,22,TCP,ACK,allowed,admin,,,,,4160
EVT-01937,2026-09-01T09:04:32+00:00,10.0.13.232,172.16.0.32,43653,443,HTTP,,allowed,,,,200,,4569
EVT-01938,2026-09-01T09:04:34+00:00,10.0.8.196,172.16.0.18,15875,53,TCP,ACK,allowed,admin,,,,,6056
EVT-01939,2026-09-01T09:04:36+00:00,10.0.8.228,172.16.0.54,8489,3389,UDP,,allowed,,,,,,1175
EVT-01940,2026-09-01T09:04:38+00:00,10.0.19.156,172.16.0.73,28569,445,TCP,ACK,allowed,analyst,,,,,4902
EVT-01941,2026-09-01T09:04:40+00:00,10.0.18.199,172.16.0.52,1273,80,UDP,,allowed,,,,,,1186
EVT-01942,2026-09-01T09:04:42+00:00,10.0.7.234,172.16.0.45,6619,53,TCP,ACK,allowed,,,,,,2628
EVT-01943,2026-09-01T09:04:44+00:00,10.0.20.198,172.16.0.43,28161,443,TCP,ACK,allowed,,,,,,4691
EVT-01944,2026-09-01T09:04:46+00:00,10.0.4.192,172.16.0.70,26537,443,TCP,ACK,allowed,admin,,,,,5156
EVT-01945,2026-09-01T09:04:48+00:00,10.0.8.173,172.16.0.80,31039,22,UDP,,allowed,,,,,,6331
EVT-01946,2026-09-01T09:04:50+00:00,10.0.1.31,172.16.0.41,35307,445,TCP,ACK,allowed,analyst,,,,,2990
EVT-01947,2026-09-01T09:04:52+00:00,10.0.5.12,172.16.0.32,49705,53,DNS,,allowed,,,intranet.example,,,2644
EVT-01948,2026-09-01T09:04:54+00:00,10.0.14.150,172.16.0.14,22315,445,TCP,ACK,allowed,analyst,,,,,6923
EVT-01949,2026-09-01T09:04:56+00:00,10.0.18.209,172.16.0.51,6450,443,TCP,ACK,allowed,jsmith,,,,,3849
EVT-01950,2026-09-01T09:04:58+00:00,10.0.11.190,172.16.0.70,61425,53,UDP,,allowed,,,,,,4640
EVT-01951,2026-09-01T09:05:00+00:00,10.0.20.160,172.16.0.63,34390,445,TCP,ACK,blocked,analyst,,,,,4809
EVT-01952,2026-09-01T09:05:02+00:00,10.0.19.22,172.16.0.16,11280,22,UDP,,allowed,,,,,,3512
EVT-01953,2026-09-01T09:05:04+00:00,10.0.10.18,172.16.0.28,23408,445,TCP,SYN,allowed,admin,success,,,,6722
EVT-01954,2026-09-01T09:05:06+00:00,10.0.9.95,172.16.0.62,34600,3389,TCP,ACK,allowed,,success,,,,2797
EVT-01955,2026-09-01T09:05:08+00:00,10.0.19.202,172.16.0.22,61050,445,ICMP,,allowed,,,,,,624
EVT-01956,2026-09-01T09:05:10+00:00,10.0.8.156,172.16.0.49,38591,53,DNS,,allowed,,,intranet.example,,,4007
EVT-01957,2026-09-01T09:05:12+00:00,10.0.2.66,172.16.0.16,1219,53,TCP,ACK,allowed,admin,success,,,,5087
EVT-01958,2026-09-01T09:05:14+00:00,10.0.2.77,172.16.0.75,48159,443,HTTP,,allowed,,,,200,,2989
EVT-01959,2026-09-01T09:05:16+00:00,10.0.16.17,172.16.0.14,53795,445,TCP,ACK,allowed,analyst,,,,,4787
EVT-01960,2026-09-01T09:05:18+00:00,10.0.19.205,172.16.0.35,10208,80,ICMP,,allowed,,,,,,4319
EVT-01961,2026-09-01T09:05:20+00:00,10.0.18.141,172.16.0.40,36894,80,TCP,ACK,allowed,service_backup,,,,,4099
EVT-01962,2026-09-01T09:05:22+00:00,10.0.9.14,172.16.0.16,19388,443,HTTP,,blocked,,,,200,,2320
EVT-01963,2026-09-01T09:05:24+00:00,10.0.5.198,172.16.0.3,39432,443,HTTP,,allowed,,,,200,,600
EVT-01964,2026-09-01T09:05:26+00:00,10.0.17.41,172.16.0.35,40715,53,DNS,,allowed,,,intranet.example,,,4116
EVT-01965,2026-09-01T09:05:28+00:00,10.0.3.75,172.16.0.26,10088,22,TCP,ACK,allowed,admin,,,,,767
EVT-01966,2026-09-01T09:05:30+00:00,10.0.13.186,172.16.0.35,41278,80,TCP,ACK,allowed,admin,,,,,1460
EVT-01967,2026-09-01T09:05:32+00:00,10.0.15.100,172.16.0.72,1819,3389,TCP,ACK,allowed,analyst,,,,,3104
EVT-01968,2026-09-01T09:05:34+00:00,10.0.4.206,172.16.0.31,53530,445,TCP,ACK,allowed,admin,,,,,633
EVT-01969,2026-09-01T09:05:36+00:00,10.0.8.187,172.16.0.60,4888,3389,TCP,SYN,allowed,,,,,,1531
EVT-01970,2026-09-01T09:05:38+00:00,10.0.5.236,172.16.0.16,61626,80,TCP,ACK,allowed,service_backup,,,,,1482
EVT-01971,2026-09-01T09:05:40+00:00,10.0.17.2,172.16.0.29,51742,53,DNS,,allowed,,,intranet.example,,,4772
EVT-01972,2026-09-01T09:05:42+00:00,10.0.14.242,172.16.0.31,34048,443,ICMP,,allowed,,,,,,4494
EVT-01973,2026-09-01T09:05:44+00:00,10.0.13.70,172.16.0.68,60209,53,TCP,ACK,allowed,analyst,,,,,6211
EVT-01974,2026-09-01T09:05:46+00:00,10.0.9.205,172.16.0.32,60198,80,TCP,ACK,allowed,,,,,,5851
EVT-01975,2026-09-01T09:05:48+00:00,10.0.3.126,172.16.0.19,35929,445,TCP,ACK,allowed,jsmith,,,,,392
EVT-01976,2026-09-01T09:05:50+00:00,10.0.3.159,172.16.0.18,26281,443,HTTP,,allowed,,,,200,,1766
EVT-01977,2026-09-01T09:05:52+00:00,10.0.7.18,172.16.0.71,6641,445,TCP,SYN,allowed,analyst,failure,,,,2878
EVT-01978,2026-09-01T09:05:54+00:00,10.0.19.152,172.16.0.73,30425,80,HTTP,,allowed,,,,200,,3569
EVT-01979,2026-09-01T09:05:56+00:00,10.0.17.151,172.16.0.11,6128,53,DNS,,allowed,,,intranet.example,,,4233
EVT-01980,2026-09-01T09:05:58+00:00,10.0.8.241,172.16.0.77,52628,445,TCP,ACK,allowed,admin,,,,,4235
EVT-01981,2026-09-01T09:06:00+00:00,10.0.5.88,172.16.0.35,26020,80,HTTP,,allowed,,,,200,,91
EVT-01982,2026-09-01T09:06:02+00:00,10.0.18.31,172.16.0.50,34281,443,HTTP,,allowed,,,,200,,7700
EVT-01983,2026-09-01T09:06:04+00:00,10.0.5.200,172.16.0.50,58780,22,TCP,ACK,allowed,analyst,,,,,5196
EVT-01984,2026-09-01T09:06:06+00:00,10.0.20.151,172.16.0.48,47794,80,TCP,ACK,allowed,service_backup,,,,,5678
EVT-01985,2026-09-01T09:06:08+00:00,10.0.18.185,172.16.0.7,8775,443,TCP,ACK,allowed,admin,,,,,6435
EVT-01986,2026-09-01T09:06:10+00:00,10.0.14.213,172.16.0.55,50429,443,HTTP,,allowed,,,,404,,3585
EVT-01987,2026-09-01T09:06:12+00:00,10.0.3.178,172.16.0.14,51023,53,UDP,,allowed,,,,,,4107
EVT-01988,2026-09-01T09:06:14+00:00,10.0.14.238,172.16.0.57,28341,22,TCP,ACK,allowed,jsmith,,,,,7325
EVT-01989,2026-09-01T09:06:16+00:00,10.0.16.112,172.16.0.47,17558,53,DNS,,blocked,,,intranet.example,,,3870
EVT-01990,2026-09-01T09:06:18+00:00,10.0.16.218,172.16.0.79,41115,53,DNS,,allowed,,,intranet.example,,,859
EVT-01991,2026-09-01T09:06:20+00:00,10.0.16.190,172.16.0.74,30937,53,UDP,,allowed,,,,,,5292
EVT-01992,2026-09-01T09:06:22+00:00,10.0.5.8,172.16.0.46,4832,53,TCP,ACK,allowed,service_backup,success,,,,7426
EVT-01993,2026-09-01T09:06:24+00:00,10.0.2.112,172.16.0.64,31808,443,TCP,ACK,allowed,service_backup,,,,,231
EVT-01994,2026-09-01T09:06:26+00:00,10.0.1.168,172.16.0.37,8018,53,DNS,,allowed,,,intranet.example,,,97
EVT-01995,2026-09-01T09:06:28+00:00,10.0.18.190,172.16.0.22,31905,53,TCP,ACK,allowed,analyst,,,,,3872
EVT-01996,2026-09-01T09:06:30+00:00,10.0.9.222,172.16.0.23,33101,80,TCP,ACK,allowed,analyst,,,,,6144
EVT-01997,2026-09-01T09:06:32+00:00,10.0.6.37,172.16.0.61,60383,443,TCP,ACK,allowed,service_backup,success,,,,2731
EVT-01998,2026-09-01T09:06:34+00:00,10.0.6.227,172.16.0.29,19944,80,HTTP,,allowed,,,,200,,1161
EVT-01999,2026-09-01T09:06:36+00:00,10.0.20.60,172.16.0.53,26994,3389,TCP,ACK,blocked,,,,,,375
EVT-02000,2026-09-01T09:06:38+00:00,10.0.16.50,172.16.0.31,44595,53,DNS,,allowed,,,intranet.example,,,4433
EVT-02086,2026-09-01T09:09:30+00:00,10.0.15.215,172.16.0.4,52985,443,UDP,,allowed,,,,,,1792
EVT-02087,2026-09-01T09:09:32+00:00,10.0.1.134,172.16.0.73,35948,53,DNS,,allowed,,,intranet.example,,,2944
EVT-02088,2026-09-01T09:09:34+00:00,10.0.3.68,172.16.0.64,60948,53,DNS,,allowed,,,intranet.example,,,2174
EVT-02089,2026-09-01T09:09:36+00:00,10.0.7.229,172.16.0.77,42619,53,DNS,,allowed,,,intranet.example,,,4254
EVT-02090,2026-09-01T09:09:38+00:00,10.0.8.44,172.16.0.63,46764,53,DNS,,allowed,,,intranet.example,,,6857
